id,collection,dc.contributor.advisor[],dc.contributor.author,dc.contributor.author[],dc.contributor.editor,dc.contributor.editor[],dc.date.copyright[],dc.date.issued,dc.date.issued[],dc.date.issued[en],dc.date[],dc.description.abstract[],dc.description.abstract[en],dc.description[en],dc.identifier.citation[en],dc.identifier.issn,dc.identifier.issn[],dc.identifier.uri,dc.identifier.uri[],dc.language.iso[en],dc.publisher[en],dc.rights.uri,dc.rights.uri[],dc.rights[en],dc.subject[en],dc.title.alternative[en],dc.title[en],dc.type,dc.type[],dc.type[en]
"14068","10092/11654",,"Mika, Carl",,"Grimshaw, Michael||Zeiher, Cindy",,,,,"2016",,,,,,"2463-333X",,"http://hdl.handle.net/10092/12071",,"en","University of Canterbury",,"http://creativecommons.org/licenses/by/4.0/","This work is licensed under a Creative Commons Attribution 4.0 International License.",,,"What is Intellectual Freedom Today? A Māori Perspective","Journal Articles",,
"17816","10092/11654",,"Stolze, Ted",,,,,,,"2017",,,"In this article I argue that Ernst Bloch was profoundly correct to identify a materialist philosophical tendency that runs from Aristotle, through Averrroes and Spinoza, to Marx. Recognizing this ""Left Aristotelian"" current allows us to see the influence of Aristotle's conception of happiness as eudaimonia or human ""flourishing"" on Averroes's and Spinoza's use of the term ""beatitude."" It also enables us better to understand what the early Marx means by ""real happiness"" and how the mature Marx in Capital conceives of a post-capitalist society based on the ""association of free men."" Finally, we can appreciate the importance of an Aristotelian account of ""flourishing"" for defending an ecosocialist position on sustainability.",,,"2463-333X",,"http://hdl.handle.net/10092/14502",,"en","University of Canterbury",,"http://creativecommons.org/licenses/by/4.0/","This work is licensed under a Creative Commons Attribution 4.0 International License.","ecological sustainability||Spinoza||Averroes||beatitude||flourishing||eudaimonia||Left Aristotelianism||Aristotle||Marx",,"Beatitude: Marx, Aristotle, Averroes, Spinoza",,,"Journal Article"
"17818","10092/11654",,"Alizadeh, Ali",,,,,,,"2017",,,"Despite Karl Marx’s overwhelming focus on economics and politics – culminating in Capital: Critique of Political Economy – his philosophy has inspired an array of Marxist or Marxian theories regarding the arts. Yet, the key tenet of these theories has not been Marx’s radical emphasis on the foundational role of production in human subjectivity. Marxist theories of art have, generally speaking, either examined the arts’ capacity for signifying social relations and class struggle – as seen in many a Marxists’ penchant for realism – or they have seen the arts as little more than aesthetic legitimations of ruling class ideology, a view which, in its most positive manifestation, can be found in the experimental and modernist tendency to undermine the morals and mores of the bourgeoisie by committed artists. Neither of these approaches, at any rate, sees art as a form and outcome of production in itself. In this article, I wish to present a Marxian theory of art, based on Marx’s entire oeuvre, from his earliest journalistic writings to Capital, which presents art as neither an aesthetic mimesis nor an ideological alibi of production. I would like to propose that for Marx art was, first and foremost, a use-value produced by concrete human labour.",,,"2463-333X",,"http://hdl.handle.net/10092/14504",,"en","University of Canterbury",,"http://creativecommons.org/licenses/by/4.0/","This work is licensed under a Creative Commons Attribution 4.0 International License.","labour||use||value||Marx||art",,"Marx and Art: Use, Value, Poetry",,,"Journal Article"
"17819","10092/11654",,"Read, Jason",,,,,,,"2017",,,"In the nineteen sixties and seventies the question of Marx's humanism, his attachment to an idea of human nature, was hotly debated. In the years since that debate has subsided the question of Marx and the human has emerged in multiple sectors. The dominance of neoliberalism as policy has revived the notion of capitalism as human nature. At the same time the anti-humanism of poststructuralism has been replaced with posthumanism. There has also been a revival of the question of humanity in light of the anthropocene. Given all of these developments its seems worth posing the question of the human in Marx again. Taking its cue from the Sixth Thesis on Feuerbach which argues that the human essence is the ensemble of social relations, this essay examines the way in which labor constructs and destroys the generic figure of humanity. Ultimately, it argues that Marx can be understood as making a unique contribution to philosophical anthropology, not one that argues about any fixed essence, cooperative or competitive, but understands history to be the generation and corruption of different essences, of constituting the basis for solidarity and antagonism.",,,"2463-333X",,"http://hdl.handle.net/10092/14505",,"en","University of Canterbury",,"http://creativecommons.org/licenses/by/4.0/","This work is licensed under a Creative Commons Attribution 4.0 International License.","General Intellect||Etienne Balibar||Paolo Virno||philosophical anthropology||labour||Capital||Marx",,"Man is a Werewolf to Man: Capital and the Limits of Political Anthropology",,,"Journal Article"
"17814","10092/11654",,"McGowan, Todd",,,,,,,"2017",,,"The Monadology
The capitalist epoch is the first in human history that permits subjects to view themselves as isolated entities with no inherent connection to their fellow beings. In the capitalist universe, there is no divinity binding everyone together nor a leader that has the fealty of the whole society. One would think that such a structure bespeaks capitalism’s vulnerability to revolutionary change, its precariousness. A system that doesn’t create explicit connections between its subjects seems destined to be short-lived. The irony is that the isolation of subjects does not threaten the capitalist system but ensures its perpetuation.",,,"2463-333X",,"http://hdl.handle.net/10092/14500",,"en","University of Canterbury",,"http://creativecommons.org/licenses/by/4.0/","This work is licensed under a Creative Commons Attribution 4.0 International License.",,,"The Particularity of the Capitalist Universal",,,"Journal Article"
"17808","10092/11654",,"Johnston, Adrian",,,,,,,"2017",,,"Repeating Freudo-Marxism: Drives Between Historical Materialism and Psychoanalysis
The title of my piece obviously makes reference to Alexandre Koyré’s 1957 book From the Closed World to the Infinite Universe. Therein, Koyré unfurls a narrative in which modern science is born in and through Galileo Galilei’s insistence that the great book of nature is written in the language of mathematics.1 On the Koyréan account, the Galilean mathematization of all things natural brings about, as one of its several momentous consequences, a leap “from the closed world to the infinite universe” precisely by rupturing the finite sphere of the qualitative cosmos and replacing it with the centerless expanse of a quantitative limitlessness. Along with the capitalism and Protestantism arising in the sixteenth century, the natural science originating in the early seventeenth century is a foundational component and key catalyst of modernity as such. Hence, by Koyré’s lights, the historical transition from the pre-modern to the modern involves the shift designated by his influential book’s title.",,,"2463-333X",,"http://hdl.handle.net/10092/14494",,"en","University of Canterbury",,"http://creativecommons.org/licenses/by/4.0/","This work is licensed under a Creative Commons Attribution 4.0 International License.",,,"From Closed Need to Infinite Greed: Marx’s Drive Theory",,,"Journal Article"
"17824","10092/11654",,"Tupinambá, Gabriel",,,,,,,"2017",,,"Breakthroughs in thinking are usually made by rendering certain differences less different. Works of art, political mots d’ordre, scientific creations – as well as psychoanalytic interpretations - are capable of novelty precisely because, through these creations, we have access to a standpoint from which what has come before suddenly emerges as a field of variations contained within certain historical restrictions. New artistic experiments reveal the formal commitments of previous artistic sequences, new political affirmations can “subtract"" us from ideologically overdetermined political conflicts, scientific abstraction can determine invariances which turn previous general claims into regional ones, just as surprising love encounters can lead us to reassess a life of repetitions and insisting idealizations. Such seems to also be the proper way of evaluating the merit of David Pavón-Cuéllar’s new book, Marxism and Psychoanalysis: In or Against Psychology? (Routledge, 2017), for it introduces a certain productive indifference into the
otherwise disparate and conflicting attempts to bind Marx and Freud together. In doing so, Pavón-Cuéllar has both shone a light on the internal organization of this research program and opened up interesting lines of inquiry which cut across any particular stance one might take regarding this important intellectual project",,,"2463-333X",,"http://hdl.handle.net/10092/14510",,"en","University of Canterbury",,"http://creativecommons.org/licenses/by/4.0/","This work is licensed under a Creative Commons Attribution 4.0 International License.",,,"Totalization as critique: a review of Marxism and Psychoanalysis: In or Against Psychology|David Pavón-Cuéllar",,,"Journal Article"
"17815","10092/11654",,,"Curtis, Bruce",,,,,,"2017",,,"This article is a celebration of the sesquicentennial of Capital, Volume I, and of the model that Marx proposed in it and elucidated in his posthumous publications, edited by Engels. The model: a labour theory of value wherein surplus value is created in production and this amount (sometimes less, never more) is distributed through the sale of commodities (which embed the surplus value / socially necessary labour time) but not necessarily at their value because of the operation of rents and interest. This modelling does not give a clear prognosis for capitalism. For a prognosis, I turn to Mandel. Mandel’s Late Capitalism describes imperialism as the search for super-profits. Part of this is the penetration of firms with higher levels of productivity into new sectors (thereby raising the organic composition of capital in the sector and reducing the rate of profit), and part of it is rent-seeking around minerals and land. This suggests that primitive accumulation is an ongoing process. It is certainly not a finished process as perhaps Marx suggested in his circuit of money-capital. Indeed, to what extent does M — C ... P ... C' — M' capture all the forms of revenue creation and distribution in general, and the creation and generation of surplus value in particular? What is the extent to which the events of the Great Financial Crisis necessitate a rethinking of Marxism, in terms of constitutinga challenge to the model and methodology in Capital, for example: (1) financialization, (2) primitive accumulation, and (3) class and consciousness. What is missing is an empirical engagement, and the intellectual activity that make that possible in the form of methodology. I layout some aspects of empirical engagement and methodology. In conclusion, to further the revolutionary imperative of Capital, Marxists need to turn away from philosophising and toward social science.",,,,"2463-333X",,"http://hdl.handle.net/10092/14501","en","University of Canterbury",,"http://creativecommons.org/licenses/by/4.0/","This work is licensed under a Creative Commons Attribution 4.0 International License.","class||rent||value||value||Capital||model||methodology||Mandel||Marx",,"A Sesquicentennial of Capital: Marx, Mandel and Methodological Musings",,,"Journal Article"
"17806","10092/11654",,"Neilson, David",,,,,,,"2017",,,"Though opening up important debates about the relationship between the different texts that make up Marx’s life time works, Althusser’s ‘epistemological break’ thesis has also been divisive for Marxism and ultimately constraining for Marxist social science. Rather than separating Marx’s writing into different stages on the path from ideology to science, as Althusser does, this paper argues that they are the broadly complementary steps of a unified research project. Discontinuity across the corpus of Marx’s writing refers more obviously to his developing account of capitalism. This two-pronged general argument is specifically detailed by comparing the Communist Manifesto and Capital Vol 1.
This paper reflects a second generation neo-Marxism that aims to reinvigorate Marxist social science, help unify contesting schools of Marxism, and in so doing 
contribute to the possibility of progressive political change. The way forward, it is contended, is not by seeking a clean break with Marx, as the post-Marxists do, but rather by seeking a clearer break with the residue of orthodoxy that has constrained first generation Althusser-led neo-Marxism.",,,"2463-333X",,"http://hdl.handle.net/10092/14492",,"en","University of Canterbury",,"http://creativecommons.org/licenses/by/4.0/","This work is licensed under a Creative Commons Attribution 4.0 International License.",,,"Re-situating Capital Vol. 1 beyond Althusser’s epistemological break: Towards second generation neo-Marxism",,,"Journal Article"
"17822","10092/11654",,,"Grimshaw, Mike",,,,,,"2017",,,"Drawing on Benjamin, Agamben expresses the central importance and function of citation:
Just as through citation a secret meeting takes place between past generations and ours, so too between the writing of the past and present a similar kind of meeting transpires; citations function as go-betweens in this encounter.
Zizek’s notion of the short-circuit, its ‘secret meeting’ occurs in this interchange. A major text and or author is ‘short-circuited’ by reading via:
a ‘minor’ author, text or conceptual apparatus…If the minor reference is well chosen, such a procedure can lead to insights which completely
shatter and undermine our common perceptions.
It is also important, in such a reading strategy, to remember that for Benjamin, “to quote involves the interruption of its context” What follows is a deliberate short-circuiting of Capital, reading it as a religious text, seeking the proof-texts and
annotating responses. The proof-texted passages, in their interruption and then their annotation by me as ‘minor author’ do have the intention of offering a type of secret meeting and short-circuit. What follows is therefore a proof-texted, annotative reading, a short-circuiting of Marx’s Capital.",,,,"2463-333X",,"http://hdl.handle.net/10092/14508","en","University of Canterbury",,"http://creativecommons.org/licenses/by/4.0/","This work is licensed under a Creative Commons Attribution 4.0 International License.",,,"Proof-texting Capital via the ‘short-circuit’: a religious text?",,,"Journal Article"
"17798","10092/11654",,"Federici, Silvia",,,,,,,"2017",,,"As interest in Marxism and Feminism is reviving and Marx’s views on ‘gender’ are receiving a new attention, some areas of agreement among feminists are emerging that also shape my approach to the subject.1 First, while denunciations of gender inequalities and patriarchal control in the family and society can be found in Marx’s work from an early stage, it is agreed that Marx “did not have much to say on gender and the family” 2 and, even in Capital his views on the subject must be reconstructed from scattered observations. Nevertheless, Marx’s work has given a significant contribution to the development of feminist theory, although not primarily based on his direct pronouncements on the subject. Not only has his historical materialist method helped demonstrate the constructed character of gender hierarchies and identities.3 Marx’s analysis of capitalist accumulation and value creation have given feminists of my generation powerful tools to rethink the specific forms of exploitation to which women have been subjected in capitalist society and the relation between ‘sex, race, and class.’4 However the use that feminists have made of Marx has at best taken them in a different direction from the one he traced.",,,"2463-333X",,"http://hdl.handle.net/10092/14484",,"en","University of Canterbury",,"http://creativecommons.org/licenses/by/4.0/","This work is licensed under a Creative Commons Attribution 4.0 International License.",,,"Notes on Gender in Marx’s Capital",,,"Journal Article"
"17799","10092/11654",,"Postone, Moishe",,,,,,,"2017",,,"The election of Donald Trump, the Brexit vote, and the wave of right wing populisms sweeping much of Europe, are expressions of a deep crisis of the political legitimacy of liberal democracies, as far-reaching and potentially dangerous as that in the interwar period in Europe.",,,"2463-333X",,"http://hdl.handle.net/10092/14485",,"en","University of Canterbury",,"http://creativecommons.org/licenses/by/4.0/","This work is licensed under a Creative Commons Attribution 4.0 International License.",,,"The Current Crisis and the Anachronism of Value: A Marxian Reading",,,"Journal Article"
"17800","10092/11654",,"Bidet, Jacques",,,,,,,"2017",,,"Moishe Postone’s book Time, Work, and Social Domination (1993) is intended to be a Hegelian interpretation of Marx’s Capital. Capital is the great subject that moves itself under the impulse of value. Its “movement” is related not to class relations nor to the market, which is supposedly external to labour, but rather to the temporal constraint inherent in a dialectic proper to value, one that binds everybody to an infinite process of abstract labour. This reign of value destroys the concrete world of use values, and Postone argues that this will be the case until we become aware of the contradiction between what capitalist society is and the possibilities it opens. According to the author, such an exposition interprets Capital more on the basis of its rough draft, Grundrisse, as opposed fifteen years of re- elaboration which followed. The following discussion is based on confusions regarding the main Marxian concepts of labour, domination, value, valorization, abstract, and production.",,,"2463-333X",,"http://hdl.handle.net/10092/14486",,"en","University of Canterbury",,"http://creativecommons.org/licenses/by/4.0/","This work is licensed under a Creative Commons Attribution 4.0 International License.","domination||Postone||capital||value||dialectic||abstract labour||abstraction||surplus-value",,"Capital as read by Moishe Postone: Alchemy or Astrology?",,,"Journal Article"
"17802","10092/11654",,"Murray, Patrick||Schuler, Jeanne",,,,,,,"2017",,,"A commodity appears at first sight an extremely obvious, trivial thing. But its analysis brings out that it is a very strange thing, abounding in metaphysical subtleties and theological niceties.",,,"2463-333X",,"http://hdl.handle.net/10092/14488",,"en","University of Canterbury",,"http://creativecommons.org/licenses/by/4.0/","This work is licensed under a Creative Commons Attribution 4.0 International License.",,,"The Commodity Spectrum",,,"Journal Article"
"17804","10092/11654",,"Boer, Roland",,,,,,,"2017",,,"This article provides some of the initial groundwork for reassessing what the Chinese call a “socialist market economy” (which is different from “market socialism”). This argument entails three steps. The first is to locate in Marx’s work the distinction between capitalism and markets, with the point that a market is not necessarily capitalist. Indeed, the history of markets indicates that most markets have not been capitalist. The second step approaches the question of contradiction, which takes on somewhat different meanings in European and Chinese situations. Whereas the former tends to see them as either-or, the latter tradition develops a stronger sense of both-and. In this light, the possibility arises that markets may have more than one feature, which in our time means both capitalist and non-capitalist – especially socialist – markets. The third step develops this point further, through the work of Ernst Bloch. Here I argue that modes of production do not supersede one and thereby negate one another, but that each subsequent mode of production absorbs the contradictions of the former and transforms them in light of a new situation. I close by exploring briefly what this means for capitalism and then for socialism in the Soviet Union and China.",,,"2463-333X",,"http://hdl.handle.net/10092/14490",,"en","University of Canterbury",,"http://creativecommons.org/licenses/by/4.0/","This work is licensed under a Creative Commons Attribution 4.0 International License.",,,"Interpreting Marx’s Capital in China",,,"Journal Article"
"17812","10092/11654",,"Moseley, Fred",,,,,,,"2017",,,"The main reason for rejecting Marx’s theory over the last century has been the infamous “transformation problem”. The critics argue that in Marx’s theory of prices of production he “failed to transform the inputs” of constant capital and variable capital from values to prices of production and thus Marx’s theory is logically incomplete and inconsistent. This paper argues that Marx did not “fail to transform the inputs” because the inputs of constant capital and variable capital are not supposed to be transformed. Instead, constant capital and variable capital are supposed to be the same in the determination of both values and prices of production – the actual quantities of money capital advanced to purchase means of production and labour-power at the beginning of the circuit of money capital (M – C – M’) which are taken as given – and thus Marx’s theory of prices of production is logically coherent and complete. An algebraic summary of this “monetary” interpretation of Marx’s theory is presented in Section 3. And examples of the textual evidence to support this “monetary” interpretation are presented in Section 4.",,,"2463-333X",,"http://hdl.handle.net/10092/14498",,"en","University of Canterbury",,"http://creativecommons.org/licenses/by/4.0/","This work is licensed under a Creative Commons Attribution 4.0 International License.","Capital||Monetary||Macro||Transformation problem||Marx",,"M – C – M’ and the End of the “Transformation Problem”",,,"Journal Article"
"17801","10092/11654",,"Bellofiore, Riccardo",,,,,,,"2017",,,"Paul Sweezy was an assistant of Schumpeter. Their friendship and intellectual distance are such that the word pupil sounds off-key. As he wrote to his brother Al, though interested in the Austrian economist’s theories, he did not feel any particular influence. The personal relationship, however, was quite strong, as if he was the substitute for a missing child. There was a memorable debate between them, of which a record remains, thanks to Paul Samuelson’s ‘memoir’, which appeared in Newsweek, 13 April 1970, and the materials made available by John Bellamy Foster in the Monthly Review, May 2011.",,,"2463-333X",,"http://hdl.handle.net/10092/14487",,"en","University of Canterbury",,"http://creativecommons.org/licenses/by/4.0/","This work is licensed under a Creative Commons Attribution 4.0 International License.",,,"Between Schumpeter and Keynes: The Heterodoxy of Paul Marlor Sweezy and the Orthodoxy of Paul Mattick",,,"Journal Article"
"17807","10092/11654",,"Pfeifer, Geoff",,,,,,,"2017",,,"This paper offers a reading of Marx with Deleuze and Guattari That highlights the importance of the latter’s reading of desire back into Marx’s work in such a way as to show the importance of thinking the role of capitalist desire in the production and reproduction of the capitalist system. I argue here for the importance of understanding the commodification of desire under capitalism as a material process and not merely an ideological one. This demonstrates the importance of continuing to read Marx (both the early Marx of the Manuscripts and the Late Marx of Capital) when thinking through Deleuze and Guattari’s own critiques of capitalism. At the same time this article helps us see the relevance of Deleuze and Guattari’s understanding of desire in helping make sense of Marx’s own analysis of the capitalist machine in a way
that allows us to better understand the role that desire plays in Marx’s texts.",,,"2463-333X",,"http://hdl.handle.net/10092/14493",,"en","University of Canterbury",,"http://creativecommons.org/licenses/by/4.0/","This work is licensed under a Creative Commons Attribution 4.0 International License.","Exchange-value||Commodity||Capitalism||Desire||Guattari||Deleuze||Marx",,"The Question of Capitalist Desire: Deleuze and Guattari with Marx",,,"Journal Article"
"17797","10092/11654",,"Heinrich, Michael",,,,,,,"2017",,,"Marx had bad luck. When he published the first volume of Capital with the Otto Meissner publishing house in Hamburg in 1867, the time and place for this book could hardly have been worse.",,,"2463-333X",,"http://hdl.handle.net/10092/14483",,"en","University of Canterbury",,"http://creativecommons.org/licenses/by/4.0/","This work is licensed under a Creative Commons Attribution 4.0 International License.",,,"150 Years of Capital –with No End in Sight. Unsystematic Remarks on a Never-ending Story",,,"Journal Article"
"17803","10092/11654",,"Hamza, Agon",,,,,,,"2017",,,"This paper addresses some of the philosophical and political challenges we face following two important events: 150 years after the publication of Das Kapital and 100 years after the Great Bolshevik Revolution. It begins with discussing these great events of the previous century to the insufficiency of socialism through an elaboration on the ways one can read Marx’s critique of political economy as the most correct theoretical basis. It is at this conjuncture that we can outline a possible form which can succeed in breaking up the political and ideological deadlocks of contemporary capitalism.",,,"2463-333X",,"http://hdl.handle.net/10092/14489",,"en","University of Canterbury",,"http://creativecommons.org/licenses/by/4.0/","This work is licensed under a Creative Commons Attribution 4.0 International License.","Party||critique of political economy||Žižek||human sciences||Hegel||communism||Marx",,"Re-reading Capital 150 years after: some Philosophical and Political Challenges",,,"Journal Article"
"17810","10092/11654",,"Starosta, Guido",,,,,,,"2017",,,"The aim of this article is to examine a series of recent contributions to the reading of Marx’s Capital that stress its specific determination as a dialectical investigation of objectified or fetishised forms of social mediation in capitalist society: on the one hand, the so-called Neue Marx-Lektüre originated in Germany towards the end of the 1960s and, on the other, the more widely circulated work of authors associated with so-called Open Marxism. The interesting aspect of these works is that they draw the implications of Marx’s critique of political economy not only for the comprehension of the fetishised forms of social objectivity in capitalism, but also for the comprehension of the forms of subjectivity of the modern individual. More specifically, all these contributions broadly share the insightful view that the content of the simplest determination of human individuality in the capitalist mode of production is its alienated existence as ‘personification of economic categories’. However, this article
argues that the limits of these perspectives become apparent when it comes to uncovering the grounds of the revolutionary form of subjectivity which carries the potentiality to transcend capitalist alienation. For these perspectives fail to ground the revolutionary form of subjectivity in the immanent unfolding of capitalist forms of social mediation. In the case of the Neue Marx-Lektüre, it quite simply leaves the problematique of the revolutionary subject outside the scope of the critique of political economy. In the case of Open Marxism, despite
valiant attempts at overcoming all exteriority in their conceptualisation of the relationship between human subjectivity and capital, they end up grounding the revolutionary transformative powers of the working class outside the latter’s alienated existence as personification of economic categories; more specifically, in an abstract humanity lacking in social determinations. In contrast to these perspectives, this paper develops an alternative approach to the Marxian critique of political economy which provides an account of the revolutionary potentialities of the working class as immanent in its full determination as an attribute of the alienated or fetishised movement of the capital-form.",,,"2463-333X",,"http://hdl.handle.net/10092/14496",,"en","University of Canterbury",,"http://creativecommons.org/licenses/by/4.0/","This work is licensed under a Creative Commons Attribution 4.0 International License.","Open Marxism||Dialectics; Neue Marx-Lektüre||Revolution||Fetishism||Capital",,"Fetishism and Revolution in the Critique of Political Economy: Critical Reflections on some Contemporary Readings of Marx’s Capital",,,"Journal Article"
"17811","10092/11654",,"Cassano, Graham",,,,,,,"2017",,,"This essay provides a close reading of Capital, Volume I, Chapter 15: “Machinery and Large-Scale Industry.” Part one examines Marx’s theory of the capitalist machine. Under capitalist conditions of production, the machine appropriates the worker’s skill, transforming that worker into an interchangeable adjunct or appendage. At the same time, machine driven industry employs women and children in ever-greater numbers, displacing male hands, and feminizing production. Finally, the machine emasculates the workingman and turns the world upside down. To dramatize this emasculation, Marx uses health and safety reports that rely upon gendered anxieties and masculine fears of the social disorder brought about by liberated women. Thus, I argue, Marx utilizes the gendered anxieties of his audience in order to construct an argument against capitalism. The second part of the paper examines the “invisible threads” that bind factory production to domestic, sweated labor. Marx provides an analysis of sweated labor that connects severe forms of economic exploitation to gender ideology, and he takes great pains to render visible the otherwise concealed labor of women in sweatshops. In telling the story of sweatshops, Marx once again finds women’s labor to be a fundamentally important force in capitalist development. Sweating allows some capitalists to accumulate excess profits through artificially cheapened labor. This early accumulation puts those firms in a position to succeed once factory legislation forces them to centralize production and eliminate their
“outworkers.” Thus, for Marx, women workers are central to the story of capitalists’ accumulation and capitalism’s development. Yet, at the same, Capital offers a normative vision of labor that assumes the masculinity of the working population and represses the political agency of women workers. The paper ends by comparing Marx’s fundamental ambivalence toward women workers with the more straight-forward “radical paternalism” and gender essentialism of Marx’s contemporary, the U.S. labor leader, William Sylvis. While this comparison highlights Marx’s difference with gender essentialists, nonetheless Marx’s fundamental ambivalence toward the necessity of women industrial laborers leads him to a theoretical blindness regarding the possible militancy of women workers. Even as he rendered visible women’s work in the formal economy, he was unable to see their militancy as workers.",,,"2463-333X",,"http://hdl.handle.net/10092/14497",,"en","University of Canterbury",,"http://creativecommons.org/licenses/by/4.0/","This work is licensed under a Creative Commons Attribution 4.0 International License.","radical paternalism||reification||machinery||gender||labor history||Marxian political economy||Sylvis, William||Marx, Karl",,"Capital, Gender and the Machine",,,"Journal Article"
"17809","10092/11654",,"Circle of Studies of Idea and Ideology (CSII)",,,,,,,"2017",,,"This year we celebrate150 years of Marx’s Das Kapital and 100 years of the October Revolution. This coincidence, however, only further highlights the utter incommensurability between these two events, between the theoretical and the practical achievements of Marxist and communist thinking. As Slavoj Žižek suggests, there is something of a “parallax"" between the critique of political economy and the political activity in Marxism, so that the proper engagement with one of the two tends to reduce the other to an inconsistent or even hopeless endeavour1. Usually, this is not taken as problematic, mostly because we are used to understanding Marx’s work as concerning the social organization of capitalism, while the work of revolutionaries would concern itself mostly with the dis-organization of this same society – so, for a while, we could compatibilize the objective temporality of the crises of capitalism with the subjective temporality of the political opportunity, the cyclical and the periodical points of view. However, today when the management of perpetual social and economic crises has become a form of government and we can no longer afford the luxury of concerning ourselves solely with how to undo or deconstruct pre-established orders and norms, the problem of social organization suddenly emerges – perhaps for the first time – as an urgent and central concern of anti-capitalist militant practice. Rather than wait for us on the other side of an insurrection, the problem of how to relate our critical theory of capitalism and a constructive,
affirmative view of social relations poses itself now, as a contemporary challenge. To recognize the emergence of this problem is, however, to also recognize this incommensurability, identified by Žižek, between Marxist theory and communist practice: between our conceptual resources – developed in view of rendering capitalism intelligible – and our practical experience – focused mostly on the interruption of pre-existing social orders.",,,"2463-333X",,"http://hdl.handle.net/10092/14495",,"en","University of Canterbury",,"http://creativecommons.org/licenses/by/4.0/","This work is licensed under a Creative Commons Attribution 4.0 International License.",,,"Organization and Political Invention",,,"Journal Article"
"17813","10092/11654",,"Romé, Natalia",,,,,,,"2017",,,"This essay explores the vitality of an Althusserian reading of Capital by means of a reconsideration of the so-called “theoreticism”. In this sense, I propose to approach the Althusserian intervention in the terms of a proper materialist query about practices. Following the idea posed by Etienne Balibar about the philosophical worth of Marxist theory in XXI century, I develop the thesis that in the light of Marxist “philosophy”, the misunderstood relation still existing between theoretical and political practices are nevertheless thinkable. Finally, I propose that in as much as it might be considered that in this relation lies the kernel of Marx’s discovery, it also could be a basis for rereading Capital under present challenges.",,,"2463-333X",,"http://hdl.handle.net/10092/14499",,"en","University of Canterbury",,"http://creativecommons.org/licenses/by/4.0/","This work is licensed under a Creative Commons Attribution 4.0 International License.","Dialectical Materialism||Political Practice||Althusser||Theory||Marxism",,"Anachronism of the True. Reading Reading Capital",,,"Journal Article"
"17796","10092/11654",,"Zeiher, Cindy||Grimshaw, Mike",,,,,,,"2017",,,"Situated as we are in what could be termed late capitalism, the 150th anniversary of Marx’s Capital, Vol 1 is certainly one that should not be allowed to float by unnoticed. Since its initial publication, Capital has proved a force to be reckoned with – scholars and thinkers from all fields and traditions have grappled with Marx and his Capital, not only as a text itself but also as a text written in a specific context, space and time. Debates have centred around the nuances of Marx’s conceptual complexities as well as how to interpret these to make sense of contemporary events, phenomena and crises. Such debates have also extended to the author himself – the degree of reflexivity as well as his ability to control the mastery of his own work. More recently, with the collapse of state systems that claimed some sort of allegiance to Marx – and the turn of the market of China and Vietnam – Capital has perhaps tended to lose its wider readership and influence both as a seminal text and as a guiding political force.",,,"2463-333X",,"http://hdl.handle.net/10092/14482",,"en","University of Canterbury",,"http://creativecommons.org/licenses/by/4.0/","This work is licensed under a Creative Commons Attribution 4.0 International License.",,,"Introduction - Rethinking Marx’s Capital, Vol 1",,,"Journal Article"
"17817","10092/11654",,"Carson, Rebecca",,,,,,,"2017",,,"Through analysing the link between fictitious capital and social reproduction, this article shows how the increased circulation of fictitious capital leads to the re-emergence of personal forms of domination. This re-emergence of personal forms of domination takes place in the context of the impersonal domination that structures capitalist social relations. However, since fictitious capital is not a product of production, it therefore has not gone through the valorisation process necessary for the realisation of capital. Thus, fictitious capital represents unrealised value. In order to account for this inconsistency, fictitious capital is premised on a contract (debtor-creditor) that makes a claim on future labour, and therefore the valorisation of fictitious capital is suspended and accounted for by the dependence on the valorisation process to occur in the future, with its premise in future labour rather than past as in the case of realised capital. This temporal discordance results in placing increased pressure on social reproduction, a function that insures the reproduction of labour power, a variable at the heart of the justification of the circulation of fictitious capital. Significantly, this re-emergence of personal forms of domination is not solely based on the relation of the debt contract, as the debtor might not be a worker or even an individual but a bank or a hedge fund, but also the personal relations that uphold the ability for society to as a whole to reproduce the
labour power that will in the future account for the repayment of the debt. Therefore, personal forms of domination implicated in social reproduction of labour power re-emerge as a site with increased pressure as a result of an increased circulation of fictitious capital.",,,"2463-333X",,"http://hdl.handle.net/10092/14503",,"en","University of Canterbury",,"http://creativecommons.org/licenses/by/4.0/","This work is licensed under a Creative Commons Attribution 4.0 International License.","value-form||time||social reproduction||personal domination||Fictitious capital",,"Fictitious Capital and the Re-emergence of Personal Forms of Domination",,,"Journal Article"
