id,collection,dc.contributor.advisor[],dc.contributor.author,dc.contributor.author[],dc.contributor.editor[],dc.date.issued[en],dc.description.abstract[en],dc.description[en],dc.identifier.citation[en],dc.identifier.isbn,dc.identifier.isbn[],dc.identifier.issn,dc.identifier.issn[],dc.identifier.uri,dc.identifier.uri[],dc.language.iso[en],dc.language[],dc.publisher[],dc.publisher[en],dc.rights.uri[],dc.rights[en],dc.source.uri[en],dc.subject.anzsrc[en],dc.subject[en],dc.title.alternative[en],dc.title[en],dc.type,dc.type[en],thesis.degree.discipline[en],thesis.degree.grantor[en],thesis.degree.level[en],thesis.degree.name[en],uc.college[en],uc.email[en],uc.number[],uc.publicationid[]
"16969","10092/13758",,"Tang, Nianqi (Petra)",,,"2011","Early astronomy activities were not practiced until the 1950s, however today the activities are
undergoing at four plateau sites: the Amundsen-Scott South Pole Station, Concordia Station at Dome A,
Kunlun Station at Dome A and Fuji Station at Dome F, in addition to the long duration ballooning from
the coastal station of McMurdo, at stations run by the USA, France / Italy, China, Japan and the USA
respectively (Indermuehle et al. 2004). All these programs are operating with great difficulties due to
natural environment and technology limitations; however the temptation of the ideal astronomical
laboratory has always been the driving force to astronomers to overcome the difficulties.
This review presents a general introduction of Antarctic astronomy, and discusses the
advantages and disadvantages of conducting astronomy in Antarctica. At last, the review will
summerise the achivements of the past astronomy researches, and looks at the future of astronomy in
Antarctica.",,,,,,,"http://hdl.handle.net/10092/13910",,"en","English",,"University of Canterbury",,"All Rights Reserved",,,,,"Astronomy within Antarctica  The past and the present",,"Electronic Thesis or Dissertation","Science","University of Canterbury","Postgraduate Certificate","Postgraduate Certificate in Antarctic Studies","College of Science, University of Canterbury","ucresearchrepository@canterbury.ac.nz",,
"16971","10092/13758",,"Wilson, Daniel",,,"2011","The third-quarter phenomenon refers to a period of discomfort reported to occur during the thirdquarter
of fixed term situations of isolation and stress (Bechtel and Berning, 1990). In the present
review Bechtel and Berning’s (1990) original definition of the third-quarter phenomenon is
explained and subsequent research is discussed with conclusions examining the extent to which
the third-quarter phenomenon can be considered apparent in Antarctic personnel. It is proposed
here that the third-quarter phenomenon may be less specific than initially thought, specifically
that a period of discomfort often occurs during the second half of the stay, this drop is usually
confined to the third-quarter of the stay, but may persist into the final quarter. Recommendations
for future research are discussed.",,,,,,,"http://hdl.handle.net/10092/13912",,"en","English",,"University of Canterbury",,"All Rights Reserved",,,,,"The third-quarter phenomenon in Antarctic personnel",,"Electronic Thesis or Dissertation","Science","University of Canterbury","Postgraduate Certificate","Postgraduate Certificate in Antarctic Studies","College of Science, University of Canterbury","ucresearchrepository@canterbury.ac.nz",,
"16970","10092/13758",,"Williams, Tessa",,,"2011","The detection of the ozone hole in the 1980s is considered one of the most
important scientific discoveries of the past fifty years. Since then, it has been
recognized as having a significant impact on the global atmospheric system, and
in particular on Antarctic climate. It has recently been discovered that the
Antarctic Polar Vortex, which forms during the polar winter as a result of ozone
depletion, has played a major role in maintaining the stability of the East
Antarctic Ice sheet over the last 50 years. Work is currently being undertaken to
investigate the likely evolution of the Antarctic ozone hole in the future, in
particular how a reduction in size might impact on Antarctic climate. It is
possible that as the Antarctic Polar Vortex weakens the continent will no longer
be shielded from the warming that has been occurring over the rest of the globe.
As a result of this it is predicted that stratospheric temperatures could rise by up
to 9° Celsius and that sea ice could decline by up to a third, if the size of the
ozone hole is reduced to pre-1980 levels, as it is predicted to do by the end of the
twenty-first century.",,,,,,,"http://hdl.handle.net/10092/13911",,"en","English",,"University of Canterbury",,"All Rights Reserved",,,,,"The Future of the Antarctic Ozone Hole",,"Electronic Thesis or Dissertation","Science","University of Canterbury","Postgraduate Certificate","Postgraduate Certificate in Antarctic Studies","College of Science, University of Canterbury","ucresearchrepository@canterbury.ac.nz",,
"16972","10092/13758",,"Hodgson, Jasmine",,,"2010","Penguins have adapted to their environment through millenia of great climate changes. This
makes them more susceptible to climate change as their size, morphology and other cold weather
adaptations restricts their ability to feed and travel. They are living at the extreme of their
capabilities and small changes can have a huge impact on them.
For Antarctic penguins the process of adapting to the polar climate has taken millennia to
achieve and the current climatic changes are happening too fast for them to keep up. The effects
of Antarctic warming are influencing the penguins breeding habitats, chick success, food
availability, competition and distribution.
The specific responses of penguins to climate change include: poleward shifts in geographic
distribution; range contraction (or expansion); changes in the timing of biological events (their
phenology) and changes in predator/prey interactions.
This review will overview the current knowledge of how Adélie and Emperor penguins
specifically respond to the current changing climate.",,,,,,,"http://hdl.handle.net/10092/13913",,"en","English",,"University of Canterbury",,"All Rights Reserved",,,,,"Responses of Antarctic Penguins to the Effects of Climate Change",,"Electronic Thesis or Dissertation","Science","University of Canterbury","Postgraduate Certificate","Postgraduate Certificate in Antarctic Studies","College of Science, University of Canterbury","ucresearchrepository@canterbury.ac.nz",,
"16973","10092/13758",,"Madden, Celia",,,"2010","Clothing worn in polar regions has been subjected to investigation and development for the purpose of improving comfort, practicality and efficiency for those wearing it. Extreme cold weather and harsh climatic conditions provide life threatening scenarios for those living and working on the ice. Monitoring and testing of clothing   has advanced our understanding of the mechanics of heat production and loss, thermal insulation, vapour transmission and external environmental variables. Research and testing of fibre and fabric have led to the development of man-made fibres, design improvement and practicality in the field. Testing procedures have changed over the years where equipment, technology and procedures have improved the quality of research results from subjective to objective standards. As polar environments become more attractive and accessible places to work or play in, effective extreme weather clothing remains a life-saving necessity.",,,,,,,"http://hdl.handle.net/10092/13914",,"en","English",,"University of Canterbury",,"All Rights Reserved",,,,,"Developments in the Research and Testing of Clothing Worn in Polar Environments between 1960 and 2008",,"Electronic Thesis or Dissertation","Science","University of Canterbury","Postgraduate Certificate","Postgraduate Certificate in Antarctic Studies","College of Science, University of Canterbury","ucresearchrepository@canterbury.ac.nz",,
"16974","10092/13758",,"McKenzie, Chris",,,"2010","The West Antarctica Ice Sheet (WAIS) is warming and is predicted to continue for decades to
come (IPCC, 2007). How will WAIS respond to this warming? To answer this question we
need to know how it responded to climate changes in the geological past. One of the best
places to find this is in the Ross Sea, which is a depositional basin that has a record of all the
sediments coming off Antarctica over millions of years (Chapman, et al. 2006).
Many coring programs have drilled in the Ross Sea, with the ANDRILL (ANtarctica DRILLing)
project being the most recent. It has unveiled much of Antarctica’s climate for the last
approximate 40 million years (Naish, 2008). These Ross Sea coring projects have given us an
understanding of how much ice was present on Antarctica during a given global CO₂
concentration and global temperature in the past (Foreman et al. 2007). They also show
Antartica’s past climate range supported forests through to glaciations (Chapman, et al.
2006).
The data retrieved from these drilled sediments can be incorporated into mathematical
models which give insight to the extent of the WAIS in the near future.",,,,,,,"http://hdl.handle.net/10092/13915",,"en","English",,"University of Canterbury",,"All Rights Reserved",,,,,"The Past is the Key to the Future How will West Antarctica Ice sheet respond to the current climatic warming?",,"Electronic Thesis or Dissertation","Science","University of Canterbury","Postgraduate Certificate","Postgraduate Certificate in Antarctic Studies","College of Science, University of Canterbury","ucresearchrepository@canterbury.ac.nz",,
"16929","10092/13758",,"Hawkey, Josie",,,"2013","Maps are used either as a way to communicate knowledge or, in the display of data, as a way
to synthesize knowledge. Throughout history cartography has been used for both of these
purposes and the result is that maps have become objects that tell a story, not only of the
geography of a place but the also politics and power of that era. Antarctic cartography is an
excellent example of this as the exploration of the continent has been confined to a period of
rapid technological change. The interplay between technology and the use of cartography as a
means of communicating or synthesizing knowledge is reflected in the literature that
describes these events. The following study reviews a range of literature and discusses how
the interaction between technology, cartography and knowledge in the history of Antarctica is
represented in these texts.",,,,,,,"http://hdl.handle.net/10092/13874",,"en","English",,"University of Canterbury",,"All Rights Reserved",,,,,"Mapping the End of the World Technology and Antarctic Cartography",,"Electronic Thesis or Dissertation","Science","University of Canterbury","Postgraduate Certificate","Postgraduate Certificate in Antarctic Studies","College of Science, University of Canterbury","ucresearchrepository@canterbury.ac.nz",,
"16996","10092/13758",,"Atkin, Andrew",,,"2008","At the conclusion of Scott’s Discovery expedition, Albert Armitage wrote the
following:
The observations for variation have proved very good, and the results
of these alone are sufficient reward for all the monotonous labour
connected with the magnetic observations, if, as I believe they will do,
they enable those who go down to the sea in ships to navigate with a
greater measure of confidence and safety those waters that wash the
shores of our southern possessions and South America. (Armitage
1905)
Armitage was one of many navigators, scientists and expeditioners to
investigate the nature of terrestrial magnetism up to the famous sledge
journey by Mawson, McKay and David to the vicinity of the south magnetic
pole in January 1909. I believe that geomagnetic research flourished between
1830 and the Heroic era of Antarctic exploration. Although much research had
been undertaken during that period, and many questions answered, Louis
Bauer (Director of the Department of Terrestrial Magnetism of the Carnegie
Institution of Washington) indicated there were still gaps in fundamental
knowledge when he wrote in 1914:
The accumulation of data must at present be the chief aim of the
student of the earth’s magnetism.(Bauer 1914)
This review will briefly describe some aspects of development of the science
of geomagnetic research, especially during the Victorian era. It will also
discuss its place in the art of traditional navigation and the linkage to selected
high latitude expeditions.",,,,,,,"http://hdl.handle.net/10092/13933",,"en","English",,"University of Canterbury",,"All Rights Reserved",,,,,"The Quest for the Magnetic Pole: navigation and research into polar terrestrial magnetism",,"Electronic Thesis or Dissertation","Science","University of Canterbury","Postgraduate Certificate","Postgraduate Certificate in Antarctic Studies","College of Science, University of Canterbury","ucresearchrepository@canterbury.ac.nz",,
"16975","10092/13758",,,"Redmond, Henry",,"2010","Human endeavour exists within the context of time and space.

The context of time is lineal and ephemeral. An event takes place only once and is then the subject of oral, visual or written history. Its existence and immediacy is transitory in the context of time.
Perhaps as a response to the transitory nature of human existence mankind seeks to maintain tangible links with the past. 
New Zealand holds closely to a written treaty that we see as a touchstone with our recent past. The Treaty of Waitangi is not only the cornerstone of race relations it has major ramifications in our country in all areas of economic and social reality. It defines who we are as a nation. It is a tangible connection with history.

Whether mankind reveres a treaty or the building in which that treaty was signed, it is universal that we hold as central and important such objects that take us closer to our transitory and ephemeral past. 

Antarctica stands unique in that the first human dwellings built on the continent are still intact. In fact, all human endeavours in Antarctica have taken place within the space of just over two centuries and much of it is still in existence.
Time has passed since the ‘Heroic Age’ of exploration, but, the actual dwellings connected with the Heroic Age of exploration are still with us.
Those basic huts erected by Scott, Shackleton and Borchgrevink are tangible links with our past and as such take on an importance far beyond their physical entity. They are as powerful in our country’s collective consciousness as the Liberty Bell is for the United States or the Stone of Scone is for Scotland.

They have the power to fire the collective imagination and they remain potent symbols of our nation’s identity.
As such they have an importance to New Zealand’s sense of national identity far in excess of their physical entity.



Our closest neighbour, Australia, has an Antarctic history equally as important to them and the preservation and restoration of their Antarctic heritage is similarly seen as vitally important to their sense of national identity. The importance of Australia’s greatest Antarctic explorer, Douglas Mawson, is esteemed so highly in their national consciousness that he features on their $100 dollar bill. Ed Hillary only features on our $5 dollar bill! Could this be indicative of the relative importance the Australians attach to their Antarctic history?

In Australia the preservation and restoration of Antarctic heritage is charged to the Mawson’s Huts Foundation.
New Zealand’s Antarctic Heritage Trust (AHT) was formed in 1987, nine years earlier than the Mawson’s Huts Foundation (MHF). 

The AHT is an independent charitable trust based in Christchurch.
The AHT is charged with the preservation and restoration of our Antarctic heritage. More specifically, it was created to care for sites important to the history of the Heroic Age of exploration located in the Ross Sea region of Antarctica

The Antarctic Heritage Trust and the Mawson’s Huts Foundation are effectively parallel societies undertaking comparable roles in neighbouring countries. Countries who share much in common in their development, nationhood and ethos on the international stage.",,,,,,,,"http://hdl.handle.net/10092/13916","en","English",,"University of Canterbury",,"All Rights Reserved",,,,,"The Literature of the Antarctic Heritage Trust and the Mawson’s Huts Foundation",,"Electronic Thesis or Dissertation","Science","University of Canterbury","Postgraduate Certificate","Postgraduate Certificate in Antarctic Studies","College of Science, University of Canterbury","ucresearchrepository@canterbury.ac.nz",,
"17009","10092/13758",,"Winton, Victoria",,,"2008","Technological advances in the twentieth century have enabled scientists to undertake
research on virtually every location on the Earth. Parallel advances in space
technology have provided a rapidly increasing number of satellite platforms that can
be used to study complex physical processes in the Earth-atmosphere system. Remote
sensing is the small or large-scale acquisition of information of an object or
phenomenon in a given area by the use of recording devices that are not in physical
contact with the object or area of interest, such as aircraft or satellite. The basis of
remote sensing is the electromagnetic spectrum. Satellite remote sensing often permits
real time, year round and long-term study. Remote sensing has greatly improved mass
balance estimates of ice sheets and glaciers in Antarctica. Mass balance is the
difference between accumulation and ablation of mass on an ice sheet or glacier over
a time period.
There are three ways to measure the mass balance of an ice sheet: the mass-budget
method, the volume method, and the geodetic method. The significant development of
Synthetic Radar Altimetry (SAR) has allowed the measurement of surface height in
the mass-budget method. The volume method uses satellite radar altimetry to measure
changes in surface elevation of ice sheets. The geodetic method is an emerging
approach that exploits gravity and holds huge potential for the future. This review will
focus on these three methods. Although these methods have made dramatic
improvements on mass balance estimates over the last decade, each method still has
limitations. Mass balance products of remote sensing are important because they
assist in interpretation and analysis of global change (Konig et al., 2001).
In the field of glaciology, remote sensing has proven to be a particularly useful tool
because areas of interest are often inaccessible, such as those at high latitudes in
Antarctica. Other physical characteristics of Antarctica that have limitations on
ground based point measurements include: climatic extremes, the large spatial
coverage, environmental sensitivity, the polar ‘night’ and the continent’s natural
resources.",,,,,,,"http://hdl.handle.net/10092/13946",,"en","English",,"University of Canterbury",,"All Rights Reserved",,,,,"Remote Sensing of Ice Sheet Mass Balance in Antarctica",,"Electronic Thesis or Dissertation","Science","University of Canterbury","Postgraduate Certificate","Postgraduate Certificate in Antarctic Studies","College of Science, University of Canterbury","ucresearchrepository@canterbury.ac.nz",,
"16983","10092/13758",,"Bouckoms, Sarah",,,"2009","Historically, Antarctica has been a place only accessible in the far reaches of
man’s imagination. So much was unknown about this mysterious white land at the
bottom of the earth till the first explorers began crossing into the uncharted territories. A
few courageous adventurers braved the elements during the heroic age from 1898 to
1917. Their stories brought life to a seemingly dead wasteland. However, it was still only
available to the select few with funding, a strong desire to prove themselves in the world
or a yearning for a grand adventure. This changed in the 1950’s with the start of a tourist
industry in Antarctica. Now the numbers traveling to Antarctica every year are growing
exponentially with 2008/2009 having numbers hovering around 40,000 visitors (IAATO,
2008). No longer do you need to be a fit, white male with a perfect medical exam to
partake in such an endeavor. People with physical limitations have defied the odds to
make the journey in the past, are doing so in the present and will continue in the future.
Disabled travelers heading to Antarctica is a potential issue in the near future for
Antarctic Tourism.",,,,,,,"http://hdl.handle.net/10092/13922",,"en","English",,"University of Canterbury",,"All Rights Reserved",,,,,"Disabled Travellers to Antarctica.",,"Electronic Thesis or Dissertation","Science","University of Canterbury","Postgraduate Certificate","Postgraduate Certificate in Antarctic Studies","College of Science, University of Canterbury","ucresearchrepository@canterbury.ac.nz",,
"17002","10092/13758",,"McFarlane, Turi",,,"2008","As public concern about global warming grows, and the need to reduce greenhouse
gas emissions is becoming clear; lawmakers, businesses, the public and investors are
being presented with a number of new ideas for how to achieve these goals. Recently
one such approach, ‘iron fertilization’ of the oceans - the process of ‘seeding’ some
parts of the ocean with the essential micronutrient iron in order to promote plankton
growth and thus remove atmospheric carbon (in the form of CO2) and store it in the
oceans - has been promoted in the hope that iron fertilization could go some way to
sequester carbon emissions1
. However, this process raises a number of questions,
including its effectiveness as a market-based sequestration system as well as the
possible negative effects on the ocean and other environmental systems.
Fertilizers of various forms have become a common means toward improving plant
growth. Imagine a fertilizer so powerful it could increase a yield by over 2500%. This
is what scientists observed when they ‘fertilized’ a patch of ocean in 1995 with Iron
Sulfate as part of the IronEX II experiment. But why would this chemical have had
such a profound effect on phytoplankton growth?
Over 20% of the world’s oceans are nutrient rich but iron poor
2
, which is the limiting
nutrient for phytoplankton growth. By adding sufficient levels of iron to the surface
ocean water, a phytoplankton bloom can be induced, and the effect can be quite
dramatic. During the 1995 experiment, 450 Kg of iron was spread over a 100 km2
patch of the ocean, producing a phytoplankton bloom which consumed over 2500 tons
of carbon dioxide from the surface ocean waters3
. Whether iron fertilization has been
a viable mechanism controlling climate in the past, and whether it could be useful in
the future is a topic of current debate. What is clear from fertilization experiments to
date is that they have been effective tools allowing us to question the role of iron in
controlling phytoplankton growth, nutrient cycling and the flux of carbon from the
atmosphere to the deep sea.",,,,,,,"http://hdl.handle.net/10092/13939",,"en","English",,"University of Canterbury",,"All Rights Reserved",,,,,"“To Fe or not to Fe?” Iron fertilisation in the Southern Ocean",,"Electronic Thesis or Dissertation","Science","University of Canterbury","Postgraduate Certificate","Postgraduate Certificate in Antarctic Studies","College of Science, University of Canterbury","ucresearchrepository@canterbury.ac.nz",,
"17010","10092/13758",,"Woollands, Robyn",,,"2008","After performing a literature review using numerous papers relating to the
developments of Antarctic astronomy over the last century, it became apparent that
the astronomy undertaken on the ice can be separated into three specific areas. They
are astrogeology, high energy particle physics and photon astrophysics. It is also clear
that the majority of astronomy related research, with a few exceptions, has been
located at either the South Pole or Mawson Station. This is due to the extremely
favourable atmospheric conditions which are discussed during the review.",,,,,,,"http://hdl.handle.net/10092/13947",,"en","English",,"University of Canterbury",,"All Rights Reserved",,,,,"The History of Antarctic Astronomy",,"Electronic Thesis or Dissertation","Science","University of Canterbury","Postgraduate Certificate","Postgraduate Certificate in Antarctic Studies","College of Science, University of Canterbury","ucresearchrepository@canterbury.ac.nz",,
"16986","10092/13758",,"Holland, Elizabeth",,,"2009","Most people never get to visit Antarctica to be able to experience the continent for
themselves. Their view on the continent is instead shaped by how Antarctica is presented
to them. Therefore, to understand how the world views Antarctica, it should be studied
how Antarctica is presented to the world. There are numerous ways in which
representations of Antarctica can be transmitted such as personal accounts, books, news
media and television programmes. The medium that this literature review shall focus on
is film.
This essay shall take a thematic approach to reviewing the literature instead of focusing
in the individual movies, choosing five topics and seeing how they are presented from
one film to another. Those themes are the environment and landscape, ecology, science,
non-scientific human activity and international politics and cooperation. While many of
these films contain within them gross factual inaccuracies, this review shall rarely point
them out as the aim is to looking at what is presented, rather than the difference between
the presentation and reality.",,,,,,,"http://hdl.handle.net/10092/13925",,"en","English",,"University of Canterbury",,"All Rights Reserved",,,,,"Alien Continent: Representations of Antarctica in Film.",,"Electronic Thesis or Dissertation","Science","University of Canterbury","Postgraduate Certificate","Postgraduate Certificate in Antarctic Studies","College of Science, University of Canterbury","ucresearchrepository@canterbury.ac.nz",,
"17004","10092/13758",,"Phillips, Andrew",,,"2008","Two international agreements instrumental in developing the concept of ecosystems based
management and the precautionary approach are the 1995 Straddling and Migratory Fish
Stocks Agreement1
 (UNFSA) and the 1980 Convention on the Conservation of Antarctic
Marine Living Resources (CCAMLR). In many respects a framework agreement, the
UNFSA requires Regional Fisheries Management Organisations to take into account
ecosystems effects when making decisions on catch limits, drawing from the example of
CCAMLR. The principle of caution in the face of limited information on the ecosystem is
by no means universal in its application, primarily due to the scarcity of data and the
difficulty in achieving consensus. However, the UNFSA has developed powerful measures
to move away from flag state hegemony towards coastal and port state controls. CCAMLR
has also failed to find effective enforcement mechanisms, the Catch Documentation
Scheme and Vessel Monitoring Scheme both being manipulated in recent years. Future
developments should focus on port state interventions, an area CCAMLR members
continue to be negligent, and demand initiatives including the implementation of stricter
export tariffs, strengthening criminal and civil penalties, educating consumers and perhaps
most importantly, restricting the importation of threatened species.",,,,,,,"http://hdl.handle.net/10092/13941",,"en","English",,"University of Canterbury",,"All Rights Reserved",,,,,"A review on Innovation and Impotence in Fisheries Instruments: The Convention on the Conservation of Marine Living Resources 1980 and Fish Stocks Agreement 1995",,"Electronic Thesis or Dissertation","Science","University of Canterbury","Postgraduate Certificate","Postgraduate Certificate in Antarctic Studies","College of Science, University of Canterbury","ucresearchrepository@canterbury.ac.nz",,
"17006","10092/13758",,"Steel, Andrea",,,"2008","“Tourism is the fastest growing global industry. Its economic power is
enormous and generates ever greater political influence at national and
international levels. Governments, associated industries and presumed
beneficiary communities see tourism as a route to economic prosperity and
are often strong advocates for further tourism development. Those involved in
the industry are invariably advocates for continual growth, simply out of selfinterest.
On the other side of the ledger are concerns about the negative
effects of tourism. These include disjunction of existing social and economic
systems, shifts in power relationships and environmental effects, often
substantial and irreversible. Whether the effects of tourism are viewed as
negative or positive depends of course on one’s place in the scheme of
things” (ASOC? )
Tourism in Antarctica is well established, with exponential growth of visitor
numbers over recent years. This growth has been a concern amongst the
various participants in the Antarctic Treaty System (ATS), tourist operators,
NGOs and scientists, all have voiced concerns regarding the potential and
actual impacts of tourism to the continent.",,,,,,,"http://hdl.handle.net/10092/13943",,"en","English",,"University of Canterbury",,"All Rights Reserved",,,,,"Take only pictures … leave only footprints",,"Electronic Thesis or Dissertation","Science","University of Canterbury","Postgraduate Certificate","Postgraduate Certificate in Antarctic Studies","College of Science, University of Canterbury","ucresearchrepository@canterbury.ac.nz",,
"16991","10092/13758",,"Martin, Sinead",,,"2009","This review explores the representation of Antarctica as an extreme
environment, in Antarctic inspired poetry. The volume of work with potential to be included
does not permit a comprehensive review instead a cross section of works across a broad
time span has been made. The range considers from the late eighteenth century to
present day. Poem’s have been sampled to include works from people who have only
imagined Antarctica but never visited as well as those who write from direct experience of
the environment. It also aims to provides a discussion of how individual experiences and
preceding works may have contributed to the images of Antarctica portrayed.
The essay is structured as a review of each poem or collection and a final
summary. The reviews are divided into three sections defined by time periods, Early
Works, Heroic Era and Modern. The first section begins with Samuel Taylor Coleridge’s
The Rime of the Ancient Mariner. Heroic era focuses on poetry written at that time and
how it relates to the experiences of those individuals. The Modern section focuses on
poetry from ‘professional poets’ who have visited Antarctica as part of the Artists in
Antarctica program. Erebus, by Bill Sewell has also been included, this long poem stands
apart from the other modern Antarctic poems because the subject is the crash of a scenic
over-flight in 1979. Finally a poem from a primary school child is considered as an
indication of future images of Antarctica.",,,,,,,"http://hdl.handle.net/10092/13928",,"en","English",,"University of Canterbury",,"All Rights Reserved",,,,,"Expressing Antarctica: A review of Antarctic Inspired Poetry",,"Electronic Thesis or Dissertation","Science","University of Canterbury","Postgraduate Certificate","Postgraduate Certificate in Antarctic Studies","College of Science, University of Canterbury","ucresearchrepository@canterbury.ac.nz",,
"17007","10092/13758",,"Tan, Chiu-Pih",,,"2008","This paper reviews literature related to the use of human/ social science research in Antarctica for
human exploration in outer space. It compares and contrasts human experience in both contexts, and
highlights the uses and development of human/ social science research in Antarctica for human
experience in space, especially for long-duration missions.",,,,,,,"http://hdl.handle.net/10092/13944",,"en","English",,"University of Canterbury",,"All Rights Reserved",,,,,"Journey to the Unknown: Human/ Social Science in Antarctica for Outer Space",,"Electronic Thesis or Dissertation","Science","University of Canterbury","Postgraduate Certificate","Postgraduate Certificate in Antarctic Studies","College of Science, University of Canterbury","ucresearchrepository@canterbury.ac.nz",,
"16990","10092/13758",,"Little, Lorna",,,"2009","Extensive fishing industry is occurring in the area of the world known as the Southern Ocean
(Kock et al., 2006). One of the main targets of this industry is Dissostichus eleginoides,
commonly known as the Patagonian toothfish, or Chilean Sea Bass. Toothfish can commonly
be found in the Southern Ocean and around Antarctica (Laptikhovsky et al., 2006). Toothfish
are fished commercially for use in the food industry and it is known as a delicacy in some
countries. It is a profitable market, as it is extremely viable with toothfish reaching high
prices on legal and illegal markets (Lugten, 1997). Illegal fishing above, and beyond the
established quota has led to this fish species becoming quite prominent due to sustainability
issues and the regulation of fishing in the Southern Ocean (Vidas, 2000).",,,,,,,"http://hdl.handle.net/10092/13927",,"en","English",,"University of Canterbury",,"All Rights Reserved",,,,,"The Southern Ocean and the Patagonian Toothfish",,"Electronic Thesis or Dissertation","Science","University of Canterbury","Postgraduate Certificate","Postgraduate Certificate in Antarctic Studies","College of Science, University of Canterbury","ucresearchrepository@canterbury.ac.nz",,
"16976","10092/13758",,"Scott, Nigel",,,"2010","This review assesses the available literature and documents a contemporary understanding of the oceanic thermohaline circulation system and the oceanic currents that surround Antarctica, with an emphasis being placed on the Antarctic Circumpolar Current. The review then focuses on an assessment of the role of the Antarctic Circumpolar Current within the world-wide Thermohaline ‘Conveyor Belt’.

In addition, the review also critically assesses key papers that outline the possible impacts of climate change on the Antarctic Circumpolar Current and the Thermohaline Conveyor Belt.",,,,,,,"http://hdl.handle.net/10092/13917",,"en","English",,"University of Canterbury",,"All Rights Reserved",,,,,"Global linkages and influences – The Antarctic Circumpolar Current and the Thermohaline Conveyor Belt",,"Electronic Thesis or Dissertation","Science","University of Canterbury","Postgraduate Certificate","Postgraduate Certificate in Antarctic Studies","College of Science, University of Canterbury","ucresearchrepository@canterbury.ac.nz",,
"17005","10092/13758",,"Pilcher, Natalie",,,"2008","The Antarctic environment is renowned for being among the most extreme on earth, presenting a range of
challenges to any organism living there. One of the most successful species to do so is the Emperor
penguin (Aptenodytes forsteri). Emperor penguins owe this capability to the evolution of a variety of
anatomical, physiological and behavioural adaptations. This review sets out to explore the relationship
between some of these adaptations, as well as the energetic requirements for living and breeding on the
ice.",,,,,,,"http://hdl.handle.net/10092/13942",,"en","English",,"University of Canterbury",,"All Rights Reserved",,,,,"The Emperor's Domain: Adaptations & energetic requirements for life on the ice",,"Electronic Thesis or Dissertation","Science","University of Canterbury","Postgraduate Certificate","Postgraduate Certificate in Antarctic Studies","College of Science, University of Canterbury","ucresearchrepository@canterbury.ac.nz",,
"16999","10092/13758",,"Ericson, Jess",,,"2008","‘It hath euer offended mee to looke vpon the Geographicall mapps and find this Terra
Australis, nondum incognita. The vnknown Southerne Continent. What good spirit but
would greeue at this? If they know it for a Continent, and for a Southerne Continent,
why then do they call it vnknowne? But if it bee vnknowne; why doe all the
Geographers describe it after one forme and site?’
-Joseph Hall, 1605.
(Quoted by Richardson 1993: 67 – 68).
‘A team of researchers have unveiled a newly completed map of Antarctica that is
expected to revolutionise research of the continent's frozen landscape. The map is a
realistic, nearly cloudless satellite view of the continent at a resolution 10 times
greater than ever before with images captured by the NASA-built Landsat 7 satellite.
The mosaic offers the most geographically accurate, true-colour, high-resolution
views of Antarctica possible.’
-NASA ScienceDaily excerpt, 2007.
The above quotes give an insight into the exciting and complicated history of
Antarctic cartography. They represent a paradigm shift from an unexplored ‘Terra
Australis Incognita’ whose existence was portrayed in detailed but inaccurate
topographic maps, to the representation of the Antarctic continent in the modern era
using high-resolution, highly accurate satellite technology.
The following article comprehensively reviews the evolution of Antarctic cartography
and gives an insight into the processes and problems associated with mapping of the
polar regions.",,,,,,,"http://hdl.handle.net/10092/13936",,"en","English",,"University of Canterbury",,"All Rights Reserved",,,,,"Antarctic Cartography: The mapping of the Terra Australis Incognita , 1531-2007",,"Electronic Thesis or Dissertation","Science","University of Canterbury","Postgraduate Certificate","Postgraduate Certificate in Antarctic Studies","College of Science, University of Canterbury","ucresearchrepository@canterbury.ac.nz",,
